id_transacao,data_transacao,valor,operacao,codigo_boleto,data_vencimento,descricao,created_at
01180207241845679624197849,2024-01-02 18:07:18,97672.96,saque,454187836860692347550935220503823006596772349896,2024-01-31 18:07:18,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01010214242812524397981569,2024-01-02 01:14:28,13719.4,saque,820154879096705804476090457118995070674953303753,2024-01-04 01:14:28,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01230205240825322477067873,2024-01-02 23:05:08,85809.22,boleto,935889537013982057262754968382532000170170068539,2024-01-18 23:05:08,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01110346244581189491495786,2024-01-03 11:46:45,52585.71,boleto,228273647536207194338204416706295197086989696723,2024-01-19 11:46:45,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01130327241454168472283217,2024-01-03 13:27:14,39550.27,saque,356603304736257336362226108633482780389924739973,2024-01-22 13:27:14,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01120313244431952121743215,2024-01-03 12:13:44,17414.19,boleto,849042273715623358320167189110599374963162291755,2024-01-15 12:13:44,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01020317243396085669821570,2024-01-03 02:17:33,92228.86,saque,565671028186580328016248404630313947533721458644,2024-01-10 02:17:33,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01060329245913731848612804,2024-01-03 06:29:59,51018.12,boleto,439586477105273532864529725426627700089387652387,2024-01-15 06:29:59,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01120329240091362648978173,2024-01-03 12:29:00,71123.06,boleto,934515087437196306143934545619385434241198748155,2024-01-05 12:29:00,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01210341242757796475559917,2024-01-03 21:41:27,17860.56,boleto,633307312921468753314164479608497031454324845350,2024-01-08 21:41:27,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01000357243190291938613605,2024-01-03 00:57:31,38639.62,saque,849359886254571369338546303915007449513526896614,2024-01-20 00:57:31,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01130419241386414493629056,2024-01-04 13:19:13,71931.19,boleto,523572273451491644082304811143411746321972534747,2024-01-27 13:19:13,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01050459241122659640286870,2024-01-04 05:59:11,76914.8,saque,658895633376240490248596858319006456796662645294,2024-01-14 05:59:11,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01050428242211450689495646,2024-01-04 05:28:22,61950.44,saque,831408802787002449647260373683709075547026505242,2024-01-17 05:28:22,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01060453245819612166975767,2024-01-04 06:53:58,88104.47,saque,607671331346199914119001357540954612995502282264,2024-01-09 06:53:58,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01210410243730061909477928,2024-01-04 21:10:37,45368.83,boleto,707440467072857203050073743072198240044339799908,2024-01-29 21:10:37,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01030416243200954729455482,2024-01-04 03:16:32,53119.12,boleto,026978845452901829578324182546357093166343230752,2024-01-23 03:16:32,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01090407244978162928455306,2024-01-04 09:07:49,74723.84,boleto,580984813104895371404079181709899183396707847831,2024-01-25 09:07:49,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01120452241821650459893589,2024-01-04 12:52:18,12080.22,saque,973926786416333380052561110346187228240433301752,2024-01-20 12:52:18,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01010439245281124247644388,2024-01-04 01:39:52,42716.44,boleto,583020957950725738869574173794563374715863887567,2024-01-07 01:39:52,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01190455245014778162064776,2024-01-04 19:55:50,36210.39,boleto,005101327521819612828857563886713069693441513765,2024-01-16 19:55:50,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01150452242708297982618295,2024-01-04 15:52:27,84986.32,saque,500546863129679016681391848663174719480716679299,2024-01-12 15:52:27,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01210441241824633638426797,2024-01-04 21:41:18,77782.77,saque,462994387464812896153316923590862952746014330259,2024-01-07 21:41:18,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01100427244099126869163624,2024-01-04 10:27:40,43155.28,saque,910953999668904795352001520751383518509809626001,2024-01-21 10:27:40,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01060435241237349913187907,2024-01-04 06:35:12,55602.61,boleto,897155295792882918979443690603662388551302488699,2024-01-29 06:35:12,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01150411242127047933345484,2024-01-04 15:11:21,95972.34,boleto,911363021134536822973035523103267613915690622311,2024-01-09 15:11:21,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01140406245669780091843753,2024-01-04 14:06:56,31869.26,saque,934171312568321712087475874823537531352747223842,2024-01-20 14:06:56,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01100427245883815048414874,2024-01-04 10:27:58,95217.16,saque,498740055145401105308660791513421158253011407852,2024-01-25 10:27:58,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01000428242548023772346283,2024-01-04 00:28:25,29112.24,saque,193800830195241859297004595649430820432055390219,2024-01-12 00:28:25,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01100421240517918111067367,2024-01-04 10:21:05,85929.97,boleto,332550631828238790069160217934087725326349258122,2024-01-22 10:21:05,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01000551242754160528319727,2024-01-05 00:51:27,91536.26,saque,541320394946872536501773886656731087092332917795,2024-01-29 00:51:27,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01170543244827049294862062,2024-01-05 17:43:48,47772.74,boleto,606128258532603338519456223257197930747804488855,2024-01-30 17:43:48,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01110515245726136188666227,2024-01-05 11:15:57,36752.28,saque,687194021413540578739902596153559458608458251360,2024-01-08 11:15:57,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01100538242622656089341035,2024-01-05 10:38:26,41364.24,boleto,521878587668310225807151865318639946093896017292,2024-01-20 10:38:26,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01060503243822717017696122,2024-01-05 06:03:38,91434.98,boleto,458766436039583496842722121346768788007462786144,2024-02-04 06:03:38,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01040528242522657952637526,2024-01-05 04:28:25,96380.73,boleto,134882965325651739079209811891169797078448080064,2024-01-19 04:28:25,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01100510241726623280697396,2024-01-05 10:10:17,84419.26,saque,970915120272614253449632346048017906671618808458,2024-01-15 10:10:17,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01020502245021659735952854,2024-01-05 02:02:50,90334.72,saque,712888570861063707451069226444015258445846119586,2024-01-07 02:02:50,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01100558240445570093918447,2024-01-05 10:58:04,66477.03,saque,406781090588523355621482642615282211479933559650,2024-01-15 10:58:04,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01070535240637274613258427,2024-01-05 07:35:06,86843.05,saque,061166599286406133600245056245108460398540969034,2024-01-06 07:35:06,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01150541240744578731479807,2024-01-05 15:41:07,90593.69,boleto,823817741676025966384658508862333013247871957589,2024-01-12 15:41:07,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01000644241273130242446050,2024-01-06 00:44:12,80144.42,boleto,261499575549895665713213485080331607364102234591,2024-01-14 00:44:12,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01110613240637344515371116,2024-01-06 11:13:06,4345.6,boleto,549766598354839781712913030137448765256383152508,2024-01-08 11:13:06,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01120658243742924483657336,2024-01-06 12:58:37,31791.2,saque,384439914183917984240602639408645277506548935136,2024-01-11 12:58:37,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01110637243510182693191173,2024-01-06 11:37:35,99564.4,saque,278641811960169716128727306220210435917821205883,2024-01-21 11:37:35,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01030636245657579200373173,2024-01-06 03:36:56,51589.04,boleto,668831922606364285896935514194863882496552693497,2024-01-10 03:36:56,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01050628245073137035685812,2024-01-06 05:28:50,55839.59,saque,621265860575493827854931464940360455125264702811,2024-01-19 05:28:50,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01000649240783817327292803,2024-01-06 00:49:07,68322.86,boleto,389094536352100397873421032554211507549054348363,2024-01-18 00:49:07,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01200642244490686309562492,2024-01-06 20:42:44,30262.74,boleto,090742625323670014094537247607699002009606866658,2024-01-19 20:42:44,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01220630242322068026081695,2024-01-06 22:30:23,70637.29,boleto,365542574756363992045111607981231354061444949669,2024-01-24 22:30:23,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01200649245247694722835608,2024-01-06 20:49:52,9993.33,saque,537787582303996535136864730528844213309426375276,2024-01-14 20:49:52,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01170609243126133973965087,2024-01-06 17:09:31,44462.55,saque,707623955743364392093101510591398345994505725826,2024-01-23 17:09:31,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01050618243353554048244780,2024-01-06 05:18:33,97713.96,saque,057180585318087899511340351666873166523667495094,2024-01-10 05:18:33,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01120718245249061046865622,2024-01-07 12:18:52,65729.13,saque,424867107549528726063444455834746189745329599688,2024-02-04 12:18:52,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01100707243655245386453328,2024-01-07 10:07:36,44443.88,saque,842385148571250203794188318077281591596051842487,2024-01-23 10:07:36,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01030746245441714703667882,2024-01-07 03:46:54,31730.3,saque,416205205369265100574396170183688363053199311764,2024-02-03 03:46:54,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01150701241955247966372328,2024-01-07 15:01:19,92188.34,boleto,004967096463600875478313729597221809147798664128,2024-01-21 15:01:19,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01080734242762050171358286,2024-01-07 08:34:27,94773.78,boleto,225146372643105754397975272017681585881242281969,2024-01-12 08:34:27,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01000758243395993585176637,2024-01-07 00:58:33,31798.48,boleto,617048097564252066523358547086395689076733803250,2024-01-26 00:58:33,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01040730241206088213576854,2024-01-07 04:30:12,91439.42,boleto,296421435932405927956630124582097705504456859470,2024-01-12 04:30:12,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01090727242399129817874157,2024-01-07 09:27:23,76045.71,saque,238196581621100299951546633295107447182584192332,2024-01-31 09:27:23,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01140842244658118663325189,2024-01-08 14:42:46,4983.23,boleto,286043765852958314538516581946731024126762222422,2024-01-30 14:42:46,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01200821240957572090261049,2024-01-08 20:21:09,34758.39,saque,968186126094000484310850410833552673150120827735,2024-01-11 20:21:09,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01150823241963813221745192,2024-01-08 15:23:19,54571.73,boleto,293151967327352958672719474804155773728992438025,2024-01-27 15:23:19,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01020854244652137239193089,2024-01-08 02:54:46,75288.42,boleto,667821672122258362688131315667185614482866428869,2024-01-16 02:54:46,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01050828243245670095337534,2024-01-08 05:28:32,38431.96,boleto,855400385489228657160118752004671988561753648363,2024-01-23 05:28:32,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01180840242682541772184901,2024-01-08 18:40:26,795.02,boleto,090659103687945760965067476082523755049939257602,2024-02-03 18:40:26,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01060856240448025674591832,2024-01-08 06:56:04,50120.15,boleto,624894967399058747273128403357704232334631620421,2024-02-01 06:56:04,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01070804245447617099787498,2024-01-08 07:04:54,12188.62,boleto,781901280695662821949987733167731060152538992355,2024-01-14 07:04:54,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01090831245137126318862192,2024-01-08 09:31:51,78525.34,saque,996177796173481379166390256225198589009494583978,2024-01-09 09:31:51,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01130841241767792035094421,2024-01-08 13:41:17,36840.53,saque,896368633529297222379825116531964118523197568807,2024-01-22 13:41:17,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01020927244561386511053727,2024-01-09 02:27:45,71801.67,boleto,576451805582255791369070636837038429728399995404,2024-01-18 02:27:45,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01150919241889190190934558,2024-01-09 15:19:18,58902.28,saque,915817739417809988914364058791596352927065989209,2024-01-18 15:19:18,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01060906241399127622669259,2024-01-09 06:06:13,90647.01,saque,333254443896666246061640373064246118587545673758,2024-02-07 06:06:13,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01190950245511454942774037,2024-01-09 19:50:55,90452.61,saque,269190703909466112647683637376760393871684423277,2024-02-08 19:50:55,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01060930244809042432273512,2024-01-09 06:30:48,68723.73,saque,259742151267066691286386111002980876552932761348,2024-01-26 06:30:48,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01120941244499936331447132,2024-01-09 12:41:44,23769.97,boleto,645407410882188404359973207279899308196971827641,2024-01-29 12:41:44,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01100940244978678531659053,2024-01-09 10:40:49,73485.05,boleto,780985268932511696004731941067104206165525393314,2024-01-24 10:40:49,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01001052243013854265452070,2024-01-10 00:52:30,5190.52,saque,664382977029692147667426928562308453056048002292,2024-02-09 00:52:30,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01111049243437277810898710,2024-01-10 11:49:34,95347.01,boleto,403467413960671220933339283503711602820058054983,2024-01-17 11:49:34,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01061034243803464846093331,2024-01-10 06:34:38,6612.43,saque,008223939509020639786464415262760434197779557769,2024-01-28 06:34:38,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01131053241897897710946451,2024-01-10 13:53:18,5041.23,saque,350470903395318209208659603985351117926541970439,2024-02-02 13:53:18,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01171002242803457738748434,2024-01-10 17:02:28,24908.28,saque,699960071448659639623271705078666820304600824917,2024-01-21 17:02:28,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01111034244299932038328434,2024-01-10 11:34:42,42763.9,saque,794074345481955198082337440122598560039535477642,2024-02-09 11:34:42,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01101008245786411259197575,2024-01-10 10:08:57,6163.66,saque,746160554653098069866015168741310510371049141109,2024-01-12 10:08:57,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01181045245175218312675699,2024-01-10 18:45:51,16239.95,saque,907874625998349927038233116886954943706969705644,2024-01-22 18:45:51,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01141016245424630662971962,2024-01-10 14:16:54,74447.24,boleto,014728452630075724660069571737445707083185970837,2024-01-30 14:16:54,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01201011245610186720391857,2024-01-10 20:11:56,99972.21,boleto,542251751949911598234115785622280857587179886349,2024-01-31 20:11:56,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01141057242932147403688398,2024-01-10 14:57:29,71128.35,boleto,399347689449265343023427757724602787228245579034,2024-01-26 14:57:29,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01101151240727498666843472,2024-01-11 10:51:07,40591.41,boleto,267186763316789039359616535412915827383670251936,2024-01-12 10:51:07,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01071149244357570758314286,2024-01-11 07:49:43,15829.94,saque,380517844267834290496822592956204327270388856350,2024-02-06 07:49:43,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01171140244918273027954171,2024-01-11 17:40:49,63744.26,saque,657397024979482842587498336887093207684243010515,2024-02-04 17:40:49,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01061159241734292317632369,2024-01-11 06:59:17,80621.73,saque,404413023460090923163449264659013381827023254427,2024-01-30 06:59:17,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01201152243926138109531193,2024-01-11 20:52:39,4880.73,boleto,659193238021680679349205552576836984737342066998,2024-02-10 20:52:39,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01201148245830063022019962,2024-01-11 20:48:58,23527.97,saque,942699293225524438961606092263605170697139710631,2024-01-24 20:48:58,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01121100243217432050141880,2024-01-11 12:00:32,35664.38,boleto,001768767587143986182839315897228713476470068895,2024-01-21 12:00:32,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01211158242525325864127303,2024-01-11 21:58:25,35560.66,boleto,318637507459664529359400924866800746044731371501,2024-02-09 21:58:25,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01031155245947690683332596,2024-01-11 03:55:59,32990.77,saque,168699642336219303828082593691415822111146998235,2024-02-07 03:55:59,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01161147245790489343731927,2024-01-11 16:47:57,70253.94,saque,449340750451349678029772337002642329714392292255,2024-02-07 16:47:57,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01191131241931931569913638,2024-01-11 19:31:19,5600.05,boleto,192545232063840485841536159449275486676344255778,2024-01-16 19:31:19,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01071233240537485401812465,2024-01-12 07:33:05,4797.58,boleto,041709053688126814728769843469224305628114485525,2024-01-25 07:33:05,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01061222240754166096784912,2024-01-12 06:22:07,88592.75,saque,137666707767732358099958354769051590663714228546,2024-01-22 06:22:07,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01021217245269957543097186,2024-01-12 02:17:52,31270.04,saque,094984188220615666724054955096948745473569319019,2024-02-01 02:17:52,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01091248242150089914481201,2024-01-12 09:48:21,59442.62,boleto,509907779245674692067692097898354790568682849593,2024-01-20 09:48:21,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01141235244361136007051052,2024-01-12 14:35:43,50256.59,saque,902940581629190288724828802842451734593913961953,2024-01-25 14:35:43,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01021249242050411095039108,2024-01-12 02:49:20,88565.71,boleto,277977890158778532275960316498670999765326699555,2024-01-26 02:49:20,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01131255244844618174943738,2024-01-12 13:55:48,19568.83,boleto,597489087021895299321693574975736596962323834357,2024-02-02 13:55:48,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01031204244372624911567412,2024-01-12 03:04:43,82475.79,saque,288662314263755637799050478378999227071905551248,2024-02-03 03:04:43,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01051242244752130889024312,2024-01-12 05:42:47,94566.17,saque,401677359502115738529947147757555731300091906150,2024-01-22 05:42:47,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01081229243097893369353248,2024-01-12 08:29:30,94918.43,boleto,329051937009949512096174445102610754957219607819,2024-01-15 08:29:30,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01101240245278677346016260,2024-01-12 10:40:52,1609.78,saque,128139879233917173964932927238363309745322573755,2024-01-17 10:40:52,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01121204243472156889666544,2024-01-12 12:04:34,90049.31,saque,485461659399918662061628950345535369852544137371,2024-01-27 12:04:34,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01141241243403455646514385,2024-01-12 14:41:34,19386.74,saque,819094262709669697165037488201169861101868667980,2024-01-28 14:41:34,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01091255241844610690896648,2024-01-12 09:55:18,49802.23,saque,874430913543106557374011122128436420377109120408,2024-01-15 09:55:18,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01031238242415844275145831,2024-01-12 03:38:24,55843.62,saque,923891119915491066385436397396177144901749519894,2024-02-01 03:38:24,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01111251244930066481652838,2024-01-12 11:51:49,3703.04,saque,383708606596407956513860628266203313898637015447,2024-02-06 11:51:49,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01171321243306086653092588,2024-01-13 17:21:33,29207.29,boleto,887287818662659369541834937184660847223580384366,2024-02-03 17:21:33,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01061345240815848687249097,2024-01-13 06:45:08,581.4,saque,727300247091962319553939797165300970544660041684,2024-02-01 06:45:08,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01211304243117432654966321,2024-01-13 21:04:31,3467.14,boleto,465255676066951215669188641722014724449536681133,2024-02-05 21:04:31,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01141339244188131609879419,2024-01-13 14:39:41,48916.46,boleto,593584915542740710424489842842128158140054865559,2024-02-09 14:39:41,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01141318240472622669436528,2024-01-13 14:18:04,83866.9,saque,227146778663888376158762367359599501293083828274,2024-01-29 14:18:04,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01131354244357579200376407,2024-01-13 13:54:43,26387.84,boleto,532712590824264218241019490975302389425835976879,2024-01-22 13:54:43,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01231346241513896122915359,2024-01-13 23:46:15,75673.24,boleto,954604615736533790192699295537501178471815978705,2024-01-22 23:46:15,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01221336245097898278647558,2024-01-13 22:36:50,23618.63,saque,127513682909688826941423795075834766949240978731,2024-01-17 22:36:50,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01041346243413853202279554,2024-01-13 04:46:34,17291.03,boleto,411360752742769334930824041400397732177097582218,2024-02-06 04:46:34,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01061325242232154032152190,2024-01-13 06:25:22,22070.05,boleto,417204795919196768279882739784040227521347569833,2024-01-29 06:25:22,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01181341241046762503241338,2024-01-13 18:41:10,60197.31,boleto,521704881108209215453884917262747730275560851828,2024-01-18 18:41:10,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01061323240630647111078954,2024-01-13 06:23:06,69982.92,saque,013257094049524402572555258758256758876568226221,2024-02-02 06:23:06,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
01121306244210185314349232,2024-01-13 12:06:42,26872.41,boleto,402154280775885924241247147344342969327939051907,2024-01-18 12:06:42,Boletos pagos - mov_boletos_pagos.csv,2025-08-25 18:24:27.992812
